##########################;;;;;;;;;;;;;x
##########################Decisions###########################;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
ARG_noachis_argyrian_desc;The Noachian invasion and conversion of Western Argyle had infiltrated deep. However, despite being forced to convert and resisting attempts at reconversion, they still have more in common with us than the invaders. Let us bury the hatchet and integrate them into our new Crown.;;;;;;;;;;;;;;x
ARG_argentian_title;Argentian Settlement Society;;;;;;;;;;;;;;x
ARG_argentian_desc;We've had extensive contact with the wild Steppe people due south of us, the so called 'Argentians'. It's clear that our natural borders lie with the settlement and civilization of these lands.\n\n§GThis decision gives you an assimilation bonus for the Argentian culture and also adds a special province event that boost the LR of any Argentian land you colonize to 32 LR.;;;;;;;;;;;;;;x
FLD_accept_almalayikan_title;Alleviate the Almalayikan Concerns;;;;;;;;;;;;;;x
FLD_accept_almalayikan_desc;The Almalayikan were our first conquest, and we had thought that we'd already settled their grievences, however during our extended campaigns in Argyle and Valles Marineris they have started to put up a fuss and refuse recruitment. A combination of the carrot and stick will get them back into the fold.;;;;;;;;;;;;;;x
FLD_inherit_BOS_title;Integrate the Bosphoran Pashalik;;;;;;;;;;;;;;x
FLD_inherit_BOS_desc;Our conversion in the Bosporan Pashalik has been rather easy, there already had been a small population of Faithful Terraformed who lived in oppression before, who happily accepted our uplifting. At any moment they'll happily join our empire officially.\n\n§GNote, your Pashalik naturally has increased assimilation and Immigration attraction which you won't benefit once you annex it.;;;;;;;;;;;;;;x
FLD_inherit_NRP_title;Integrate the Nereidum Pashalik;;;;;;;;;;;;;;x
FLD_inherit_NRP_desc;The core lands of Western Argyle have been much harder to convert by comparison, but with time the populace has slowly accepted our fair rule!\n\n§GNote, your Pashalik naturally has increased assimilation and Immigration attraction which you won't benefit once you annex it.;;;;;;;;;;;;;;x
MAR_lost_FLD_war_title;Aggressive Consolidation of the Valley;;;;;;;;;;;;;;x
MAR_lost_FLD_war_desc;Disaster! We've lost even more land to those violent Terraformed Heathens! All of the Valles Marineris is now in utter panic: many in the splinter states are petitioning to rejoin the empire for protection as it's clear they cannot stand alone.;;;;;;;;;;;;;;x
MAR_won_NCT_war_title;Reintegration of the Noctian Protectorate;;;;;;;;;;;;;;x
MAR_won_NCT_war_desc;Noctian Fossae is once again under our control: these lands always were very tenous and porous, often forming our borderlands with the old empire of Alba Montes with the border changing back and forth. Now though it's clear we need to much more aggressively force the Imperial Mandate on these lands.;;;;;;;;;;;;;;x
MAR_solian_mariner_title;Integration of the 'Solis Mariners';;;;;;;;;;;;;;x
MAR_solian_mariner_desc;The Solians from the highlands are distinct from the peoples who lived by the Valles, although such nuances were lost on us. Still it's clear these 'Solis Mariners' are a much more civilized people and we can ensure rebellion won't ever bubble over again by educating and uplifting them as proper Mariners.\n\n§GThis Decision gives you 100% Assimilation Bonus for the Solis Mariner Culture and also gets rid of any Solis Mariner culture cores, you should be able to convert these lands almost fully in a few decades.;;;;;;;;;;;;;;x
MAR_retook_SMR_title;Reclaiming South Marineris;;;;;;;;;;;;;;x
MAR_retook_SMR_desc;Many across Mars spoke of our inevitable demise after losing South Marineris, but we've beat the odds and restored our control once more!;;;;;;;;;;;;;;x
MAR_mariner_settled_title;Encourage Settlement across Marineris;;;;;;;;;;;;;;x
MAR_mariner_settled_desc;The majority of our population centers and development has been historically concentrated within the Valley, while the dry outer edge of our empire has been neglected and is largely pastoral frontier land. Developing and encouraging development of our hinterland will help us have a more robust and powerful core.;;;;;;;;;;;;;;x
