##########################;;;;;;;;;;;;;x
##########################Decisions###########################;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
form_tharsis_fossae_desc;We've always had contact with the Tharsian tribes, often not very friendly contact as we struggled with raids and massacres, tit for tat. However we've recently seen their oppression by 'Demons' or the Lunarians as they've called them, and they have petitioned us relentlessly for us to liberate them. We should take up their offer and unite against a common foe.;;;;;;;;;;;;;;x
form_archeron_title;Unite Archeron;;;;;;;;;;;;;;x
form_archeron_desc;The ideas of Nationalism were first born in Archeron, and the idea of a united Acheron nation has finally been realized by us!;;;;;;;;;;;;;;x
ARG_noachis_argyrian_title;Settling the Terraformed Question;;;;;;;;;;;;;;x
ARG_noachis_argyrian_desc;The Noachian invasion and conversion of Western Argyle had infiltrated deep. However, despite being forced to convert and resisting attempts at reconversion, they still have more in common with us than the invaders. Let us bury the hatchet and integrate them into our new Crown.;;;;;;;;;;;;;;x
ARG_argentian_title;Argentian Settlement Society;;;;;;;;;;;;;;x
ARG_argentian_desc;We've had extensive contact with the wild Steppe people due south of us, the so called 'Argentians'. It's clear that our natural borders lie with the settlement and civilization of these lands.\n\n§GThis decision gives you an assimilation bonus for the Argentian culture and also adds a special province event that boost the LR of any Argentian land you colonize to 32 LR.;;;;;;;;;;;;;;x
FLD_accept_almalayikan_title;Alleviate the Almalayikan Concerns;;;;;;;;;;;;;;x
FLD_accept_almalayikan_desc;The Almalayikan were our first conquest, and we had thought that we'd already settled their grievences, however during our extended campaigns in Argyle and Valles Marineris they have started to put up a fuss and refuse recruitment. A combination of the carrot and stick will get them back into the fold.;;;;;;;;;;;;;;x
FLD_won_SMR_title;Create the South Marineris Pashalik;;;;;;;;;;;;;;x
FLD_won_SMR_desc;Our next Jihad has finally been successful, now it's time for us to force our control and set up a Pashalik that will help us convert and assimilate these lands.;;;;;;;;;;;;;;x
FLD_inherit_BOS_title;Integrate the Bosphoran Pashalik;;;;;;;;;;;;;;x
FLD_inherit_BOS_desc;Our conversion in the Bosporan Pashalik has been rather easy, there already had been a small population of Faithful Terraformed who lived in oppression before, who happily accepted our uplifting. At any moment they'll happily join our empire officially.\n\n§GNote, your Pashalik naturally has increased assimilation and Immigration attraction which you won't benefit once you annex it.;;;;;;;;;;;;;;x
FLD_inherit_NRP_title;Integrate the Nereidum Pashalik;;;;;;;;;;;;;;x
FLD_inherit_NRP_desc;The core lands of Western Argyle have been much harder to convert by comparison, but with time the populace has slowly accepted our fair rule!\n\n§GNote, your Pashalik naturally has increased assimilation and Immigration attraction which you won't benefit once you annex it.;;;;;;;;;;;;;;x
FLD_inherit_SMP_title;Integrate the Marineris Pashalik;;;;;;;;;;;;;;x
FLD_inherit_SMP_desc;It's taken much longer and it's been a much more recent conquest, but it's time for us to take direct control of South Marineris.;;;;;;;;;;;;;;x
MAR_lost_FLD_war_title;Aggressive Consolidation of the Valley;;;;;;;;;;;;;;x
MAR_lost_FLD_war_desc;Disaster! We've lost even more land to those violent Terraformed Heathens! All of the Valles Marineris is now in utter panic: many in the splinter states are petitioning to rejoin the empire for protection as it's clear they cannot stand alone.;;;;;;;;;;;;;;x
MAR_won_NCT_war_title;Reintegration of the Noctian Protectorate;;;;;;;;;;;;;;x
MAR_won_NCT_war_desc;Noctian Fossae is once again under our control: these lands always were very tenous and porous, often forming our borderlands with the old empire of Alba Montes with the border changing back and forth. Now though it's clear we need to much more aggressively force the Imperial Mandate on these lands.;;;;;;;;;;;;;;x
MAR_solian_mariner_title;Integration of the 'Solis Mariners';;;;;;;;;;;;;;x
MAR_solian_mariner_desc;The Solians from the highlands are distinct from the peoples who lived by the Valles, although such nuances were lost on us. Still it's clear these 'Solis Mariners' are a much more civilized people and we can ensure rebellion won't ever bubble over again by educating and uplifting them as proper Mariners.\n\n§GThis Decision gives you 100% Assimilation Bonus for the Solis Mariner Culture and also gets rid of any Solis Mariner culture cores, you should be able to convert these lands almost fully in a few decades.;;;;;;;;;;;;;;x
MAR_retook_SMR_title;Reclaiming South Marineris;;;;;;;;;;;;;;x
MAR_retook_SMR_desc;Many across Mars spoke of our inevitable demise after losing South Marineris, but we've beat the odds and restored our control once more!;;;;;;;;;;;;;;x
MAR_mariner_settled_title;Encourage Settlement across Marineris;;;;;;;;;;;;;;x
MAR_mariner_settled_desc;The majority of our population centers and development has been historically concentrated within the Valley, while the dry outer edge of our empire has been neglected and is largely pastoral frontier land. Developing and encouraging development of our hinterland will help us have a more robust and powerful core.;;;;;;;;;;;;;;x
sunset_invasion_title;Sunset Invasion;;;;;;;;;;;;;;x
sunset_invasion_desc;The Island of Elysia is surrounded by enemies, all of Mars view us with envy. Thus we must be prepared to strike and prepare the planet for the Great Calamity coming!;;;;;;;;;;;;;;x
alboric_return_title;Return to Cyane Fossae;;;;;;;;;;;;;;x
alboric_return_desc;Long ago, our ancestors fled the cruel rule of the Olympians over Cyane Fossae. We've learned that later the Olympians were cast out. It's high time for us to head home and integrate our lesser kin into our nation.\n\n§GThis Decision gives you 100% Assimilation Bonus for the Cyanean Culture;;;;;;;;;;;;;;x
meridianish_assimilation_title;The Meridianish Solution;;;;;;;;;;;;;;x
meridianish_assimilation_desc;Settling the lands of the Meridianish with Odysseans is imperative for staking our claim here.\n\n§GThis Decision gives you 100% Assimilation Bonus for the Meridianish Culture;;;;;;;;;;;;;;x
vargari_settlement_policy_title;Vargari Settlement Policy;;;;;;;;;;;;;;x
vargari_settlement_policy_desc;The lands of the so called 'Vargari' peoples have always been hotly contested. To solidify our claim to this region we must take aggressive action in either assimilating or displacing these tribals with our own people.\n\n§GThis Decision can be taken by Dala and Nuraddinid and gives +100% assim bonus on Vargari, you can all take the decision at the same time.;;;;;;;;;;;;;;x
claim_alba_title;Pivot to Alba;;;;;;;;;;;;;;x
claim_alba_desc;Our lands were always the frontier of Alba Mons, we have as much claim to it's legacy as these so called 'Claimants'. Perhaps we should throw our hat into the ring.\n\n§GThis gives you the same scaling assim bonus the Alban Claimants have, but locks you out of forming your Tharisian nation;;;;;;;;;;;;;;x
alban_warlord_title;The Legacy of the House of Musk;;;;;;;;;;;;;;x
alban_warlord_desc;Long ago, our ancestors conquered the other Alban Warlords who emerged from their shelters and liberated the lands from the dreaded Olympians. The Empire of Alba Mons failed clearly by us becoming soft, weak, complacent. We must channel the ferocity of our ancestors to ensure our new Alba Mons will last another thousand years!;;;;;;;;;;;;;;x
alboric_recall_title;Accept the Alboric Peoples;;;;;;;;;;;;;;x
alboric_recall_desc;We learned that apparently there's more of these so called 'Alboric' peoples across the sea. We should integrate them into our fair Republique directly.;;;;;;;;;;;;;;x
outer_alban_navy_title;Outer Alban Naval Spirit;;;;;;;;;;;;;;x
outer_alban_navy_desc;The Outer Albans have much more in common with the Temp Terrans than most of the Alban Peoples, and we have a proud naval tradition that we should put much more focus towards.;;;;;;;;;;;;;;x
inner_alba_claimant_title;Inner Alba's claim to Alba Mons;;;;;;;;;;;;;;x
inner_alba_claimant_desc;While we have more in common with the cause of Archon Nationalism, the prize of Alba Mons is much more appealing.\n\n§GThis gives you Inner Alban as accepted and also gives you the scaling Assim bonus that the other Albans have, but locks you out of forming Archeron;;;;;;;;;;;;;;x
archonian_domination_focus_title;Dominate Archeron;;;;;;;;;;;;;;x
archonian_domination_focus_desc;The fertile lands of Archeron are ripe for our taking, and forcing our culture among these stubborn peoples are neccesary to that end\n\n§GThis Decision gives you 100% Assimilation Bonus for both High and Lower Archonian Culture. House Musk, Noctis Fossae, and Ceraunia can take this decision;;;;;;;;;;;;;;x
poo_in_loo_title;Sabean Syncretism;;;;;;;;;;;;;;x
poo_in_loo_desc;Here in Sabea, our faith, culture and langauges all have a common history and ancestor. It shall be easy to guide our brothers to speak their original language and their original faith: Ours!\n\n§GThis Decision gives you 100% Assimilation Bonus for all cultures in the Sabean and Amenthian culture groups, Basically: all the Indians.;;;;;;;;;;;;;;x
celestial_lunarian_cooperation_title;Rewrite the Celestial Colonial Charter;;;;;;;;;;;;;;x
celestial_lunarian_cooperation_desc;It's clear that our current Colonial Charter needs to be rewritten, and for our administration to be fully divorced from the petty politics in Fleet above. With our continued resiliance and our stabilization of the 'Lunarian' Colony in Tharsis we finally have the political ammo to make big changes.;;;;;;;;;;;;;;x
