##########################;;;;;;;;;;;;;x
##########################Decisions###########################;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
form_tharsis_fossae_desc;We've always had contact with the Tharsian tribes, often not very friendly contact as we struggled with raids and massacres, tit for tat. However we've recently seen their oppression by 'Demons' or the Lunarians as they've called them, and they have petitioned us relentlessly for us to liberate them. We should take up their offer and unite against a common foe.;;;;;;;;;;;;;;x
form_archeron_title;Unite Archeron;;;;;;;;;;;;;;x
form_archeron_desc;The ideas of Nationalism were first born in Archeron, and the idea of a united Acheron nation has finally been realized by us!;;;;;;;;;;;;;;x
form_temp_terra_title;Re-unite Tempe Terra;;;;;;;;;;;;;;x
form_temp_terra_desc;After the disaster that sunk our continent into the sea, the survivors who managed to make it to the highlands have carved this broken land into small fiefdoms. Of course everyone remembers the old Empire that once was. We now are in the position to recreate Tempe Terra from the fractured remains, and this time we'll ensure it is built to last any calamity.;;;;;;;;;;;;;;x
form_cimmeria_title;Unite Cimmeria;;;;;;;;;;;;;;x
form_cimmmeria_desc;The Cimmerian Monastic States find themselves under siege from colonial powers who eye us, and our Hesperian cousins, as free land. They do not believe we have what it takes to be 'good stewards of the land'. We need to prove our status as a civilized people to them and unite, lest we find ourselves being reduced to being subaltern.;;;;;;;;;;;;;;x
ARG_noachis_argyrian_title;Settling the Terraformed Question;;;;;;;;;;;;;;x
ARG_noachis_argyrian_desc;The Noachian invasion and conversion of Western Argyle had infiltrated deep. However, despite being forced to convert and resisting attempts at reconversion, they still have more in common with us than the invaders. Let us bury the hatchet and integrate them into our new Crown.;;;;;;;;;;;;;;x
ARG_argentian_title;Argentian Settlement Society;;;;;;;;;;;;;;x
ARG_argentian_desc;We've had extensive contact with the wild Steppe people due south of us, the so called 'Argentians'. It's clear that our natural borders lie with the settlement and civilization of these lands.\n\n§GThis decision gives you an assimilation bonus for the Argentian culture and also adds a special province event that boost the LR of any Argentian land you colonize to 32 LR.;;;;;;;;;;;;;;x
FLD_accept_almalayikan_title;Alleviate the Almalayikan Concerns;;;;;;;;;;;;;;x
FLD_accept_almalayikan_desc;The Almalayikan were our first conquest, and we had thought that we'd already settled their grievences, however during our extended campaigns in Argyle and Valles Marineris they have started to put up a fuss and refuse recruitment. A combination of the carrot and stick will get them back into the fold.;;;;;;;;;;;;;;x
FLD_won_SMR_title;Create the South Marineris Pashalik;;;;;;;;;;;;;;x
FLD_won_SMR_desc;Our next Jihad has finally been successful, now it's time for us to force our control and set up a Pashalik that will help us convert and assimilate these lands.;;;;;;;;;;;;;;x
FLD_inherit_BOS_title;Integrate the Bosphoran Pashalik;;;;;;;;;;;;;;x
FLD_inherit_BOS_desc;Our conversion in the Bosporan Pashalik has been rather easy, there already had been a small population of Faithful Terraformed who lived in oppression before, who happily accepted our uplifting. At any moment they'll happily join our empire officially.\n\n§GNote, your Pashalik naturally has increased assimilation and Immigration attraction which you won't benefit once you annex it.;;;;;;;;;;;;;;x
FLD_inherit_NRP_title;Integrate the Nereidum Pashalik;;;;;;;;;;;;;;x
FLD_inherit_NRP_desc;The core lands of Western Argyle have been much harder to convert by comparison, but with time the populace has slowly accepted our fair rule!\n\n§GNote, your Pashalik naturally has increased assimilation and Immigration attraction which you won't benefit once you annex it.;;;;;;;;;;;;;;x
FLD_inherit_SMP_title;Integrate the Marineris Pashalik;;;;;;;;;;;;;;x
FLD_inherit_SMP_desc;It's taken much longer and it's been a much more recent conquest, but it's time for us to take direct control of South Marineris.;;;;;;;;;;;;;;x
FLD_conquer_argyle_title;Conquer Southern Argyle;;;;;;;;;;;;;;x
FLD_conquer_argyle_desc;We've finally pacified the rest of Argyle, and to better integrate these lands we should copy the model we did up in Neredium;;;;;;;;;;;;;;x
FLD_integrate_argyle;Integrate Southern Argyle;;;;;;;;;;;;;;x
FLD_integrate_argyle_desc;Our consolidation of Southern Argyle has gone rather well, and in only a few short years we think the populace has been converted and pacified enough for direct rule.;;;;;;;;;;;;;;x
MAR_lost_FLD_war_title;Aggressive Consolidation of the Valley;;;;;;;;;;;;;;x
MAR_lost_FLD_war_desc;Disaster! We've lost even more land to those violent Terraformed Heathens! All of the Valles Marineris is now in utter panic: many in the splinter states are petitioning to rejoin the empire for protection as it's clear they cannot stand alone.;;;;;;;;;;;;;;x
MAR_won_NCT_war_title;Reintegration of the Noctian Protectorate;;;;;;;;;;;;;;x
MAR_won_NCT_war_desc;Noctian Fossae is once again under our control: these lands always were very tenous and porous, often forming our borderlands with the old empire of Alba Montes with the border changing back and forth. Now though it's clear we need to much more aggressively force the Imperial Mandate on these lands.;;;;;;;;;;;;;;x
MAR_solian_mariner_title;Integration of the 'Solis Mariners';;;;;;;;;;;;;;x
MAR_solian_mariner_desc;The Solians from the highlands are distinct from the peoples who lived by the Valles, although such nuances were lost on us. Still it's clear these 'Solis Mariners' are a much more civilized people and we can ensure rebellion won't ever bubble over again by educating and uplifting them as proper Mariners.\n\n§GThis Decision gives you +200%  Assimilation Bonus for the Solis Mariner Culture and also gets rid of any Solis Mariner culture cores, you should be able to convert these lands almost fully in a few decades.;;;;;;;;;;;;;;x
MAR_retook_SMR_title;Reclaiming South Marineris;;;;;;;;;;;;;;x
MAR_retook_SMR_desc;Many across Mars spoke of our inevitable demise after losing South Marineris, but we've beat the odds and restored our control once more!;;;;;;;;;;;;;;x
NCT_settled_title;Rally the Sietches;;;;;;;;;;;;;;x
NCT_settled_desc;It's becoming increasingly clear that previous imperial surveys by the Mariners vastly underestimated number of Noctians in the deserts: Hidden in caves and rock formations there's thousands of them who have been living in hiding. With our newly founded purpose and goal, more are leaving their caves and contributing to our righteous cause.;;;;;;;;;;;;;;x
land_of_opportunity_title;New Life in Tharsis;;;;;;;;;;;;;;x
land_of_opportunity_desc;The chaos in Aonia and Australe has made Tharsis a rather appealing location for migrants looking for a better life.;;;;;;;;;;;;;;x
contact_spacers_title;Send an envoy to the Spacers;;;;;;;;;;;;;;x
contact_spacers_desc;Our cousins, the Amazonians, have benefited greatly from trade and knowledge shared by the so called 'Celestial Envoys'. We should follow in their stead and encourage them to help us build a centre of learning so we may catch up to our peers, lest we fall behind.;;;;;;;;;;;;;;x
sunset_invasion_title;Sunset Invasion;;;;;;;;;;;;;;x
sunset_invasion_desc;The Island of Elysia is surrounded by enemies, all of Mars view us with envy. Thus we must be prepared to strike and prepare the planet for the Great Calamity coming!;;;;;;;;;;;;;;x
alboric_return_title;Return to Cyane Fossae;;;;;;;;;;;;;;x
alboric_return_desc;Long ago, our ancestors fled the cruel rule of the Olympians over Cyane Fossae. We've learned that later the Olympians were cast out. It's high time for us to head home and integrate our lesser kin into our nation.\n\n§GThis Decision gives you +200% Assimilation Bonus for the Cyanean Culture;;;;;;;;;;;;;;x
bakhusen_settlement_policy_title;Bakhusen Settlement Policy;;;;;;;;;;;;;;x
bakhusen_settlement_policy_desc;The lands of the so called 'Bakhusen' peoples have always been hotly contested. To solidify our claim to this region we must take aggressive action in either assimilating or displacing these tribals with our own people.\n\n§GThis Decision can be taken by Xipilid or nations with Sabae Hellenic primary and gives you a +200% assim bonus on Vargari, you can all take the decision at the same time.;;;;;;;;;;;;;;x
meridianish_assimilation_title;The Meridianish Solution;;;;;;;;;;;;;;x
meridianish_assimilation_desc;Settling the lands of the Meridianish with Odysseans is imperative for staking our claim here.\n\n§GThis Decision gives you 100% Assimilation Bonus for the Meridianish Culture;;;;;;;;;;;;;;x
vargari_settlement_policy_title;Vargari Settlement Policy;;;;;;;;;;;;;;x
vargari_settlement_policy_desc;The lands of the so called 'Vargari' peoples have always been hotly contested. To solidify our claim to this region we must take aggressive action in either assimilating or displacing these tribals with our own people.\n\n§GThis Decision can be taken by Dala and Nuraddinid and gives +200% assim bonus on Vargari, you can all take the decision at the same time.;;;;;;;;;;;;;;x
claim_alba_title;Pivot to Alba;;;;;;;;;;;;;;x
claim_alba_desc;Our lands were always the frontier of Alba Mons, we have as much claim to it's legacy as these so called 'Claimants'. Perhaps we should throw our hat into the ring.\n\n§GThis gives you the same scaling assim bonus the Alban Claimants have, but locks you out of forming your Tharisian nation;;;;;;;;;;;;;;x
alban_warlord_title;The Legacy of the House of Musk;;;;;;;;;;;;;;x
alban_warlord_desc;Long ago, our ancestors conquered the other Alban Warlords who emerged from their shelters and liberated the lands from the dreaded Olympians. The Empire of Alba Mons failed clearly by us becoming soft, weak, complacent. We must channel the ferocity of our ancestors to ensure our new Alba Mons will last another thousand years!;;;;;;;;;;;;;;x
alboric_recall_title;Accept the Alboric Peoples;;;;;;;;;;;;;;x
alboric_recall_desc;We learned that apparently there's more of these so called 'Alboric' peoples across the sea, who are descendants of Cyaneans who fled hundreds of years ago during the Olympian Occupation. We should bring our wayward cousins back home.;;;;;;;;;;;;;;x
outer_alban_navy_title;Outer Alban Naval Spirit;;;;;;;;;;;;;;x
outer_alban_navy_desc;The Outer Albans have much more in common with the Temp Terrans than most of the Alban Peoples, and we have a proud naval tradition that we should put much more focus towards.;;;;;;;;;;;;;;x
inner_alba_claimant_title;Inner Alba's claim to Alba Mons;;;;;;;;;;;;;;x
inner_alba_claimant_desc;While we have more in common with the cause of Archon Nationalism, the prize of Alba Mons is much more appealing.\n\n§GThis gives you Inner Alban as accepted and also gives you the scaling Assim bonus that the other Albans have, but locks you out of forming Archeron;;;;;;;;;;;;;;x
archonian_domination_focus_title;Dominate Archeron;;;;;;;;;;;;;;x
archonian_domination_focus_desc;The fertile lands of Archeron are ripe for our taking, and forcing our culture among these stubborn peoples are neccesary to that end\n\n§GThis Decision gives you 100% Assimilation Bonus for both High and Lower Archonian Culture. House Musk, Noctis Fossae, and Ceraunia can take this decision;;;;;;;;;;;;;;x
poo_in_loo_title;Sabean Syncretism;;;;;;;;;;;;;;x
poo_in_loo_desc;Here in Sabea, our faith, culture and langauges all have a common history and ancestor. It shall be easy to guide our brothers to speak their original language and their original faith: Ours!\n\n§GThis Decision gives you +200%  Assimilation Bonus for all cultures in the Sabean culture groups.;;;;;;;;;;;;;;x
celestial_lunarian_cooperation_title;Rewrite the Celestial Colonial Charter;;;;;;;;;;;;;;x
celestial_lunarian_cooperation_desc;It's clear that our current Colonial Charter needs to be rewritten, and for our administration to be fully divorced from the petty politics in Fleet above. With our continued resiliance and our stabilization of the 'Lunarian' Colony in Tharsis we finally have the political ammo to make big changes.;;;;;;;;;;;;;;x
tempest_nordic_as_fuck_title;Tempest Raiding Spirit;;;;;;;;;;;;;;x
tempest_nordic_as_fuck_desc;After the sea swallowed whole our continent, leaving behind a narrow and hostile land at the peaks of the mountains, we've resorted to Raiding the coasts of Alba and Archon to survive, even going as far as Australe. Now that we've forced our will onto all of Tempe Terra we should ensure that our lessons from this savage times are carried over to a Professional Navay.;;;;;;;;;;;;;;x
olympia_reborn_title;Olympia Reborn;;;;;;;;;;;;;;x
olympia_reborn_desc;Our Empire has recently started to crumble further from it's heights, split into various independant fiefdoms. Now that we've eliminated our rivals we can help heal the cultural divide.;;;;;;;;;;;;;;x
olympian_domination_title;Restore Imperial Control over Western Alba;;;;;;;;;;;;;;x
olympian_domination_desc;Long ago, we used to fairly rule over Cyane and Ceraunia, however the perfidious Alban Warlords drove us out and formed their own barbaric dominion. Now it's high time we restore what once was.;;;;;;;;;;;;;;x
deadalian_domination_title;Conquest of the New Frontier;;;;;;;;;;;;;;x
deadalian_domination_desc;Instead of repeating the mistakes of our previous empire, attempting to subjugate the barbaric Albans, we should focus on dominating the virgin Daedalian Plateau next to us.;;;;;;;;;;;;;;x
amazon_acceptance_title;Unite Daedalia;;;;;;;;;;;;;;x
amazon_acceptance_desc;In many ways, the Amazonians are even more advanced and sophisticated than us, despite living in a tropical wet climate their proximity and trade with the Spacers has allowed them to be more advanced than us. We should reward their ingenuity by making it clear we are equals and that they are not our slaves unite Daedalia Planum under one banner!;;;;;;;;;;;;;;x
ARG_argentian_states_1_title;First Phase of Nuevo Argyle;;;;;;;;;;;;;;x
ARG_argentian_states_1_desc;The coastal states nearby had always had small settlements and trade between our two cultures. Now that we've secured our claims during the Scramble for Aonia we should integrate them as a core department of our New Argyle.\n\n§GThis decision allows you to state the two coastal Argentian Provinces and allows you to convert them with your bonus assimilation.;;;;;;;;;;;;;;x
ARG_argentian_states_1_title;Second Phase of Nuevo Argyle;;;;;;;;;;;;;;x
ARG_argentian_states_2_desc;The interior states have been much harder to secure and integrate, vast steppes along with cold tundras towards the north pole, but we've finally pacified the tribes enough to build proper settlements that will soon grow into new cities.\n\n§GThis decision allows you to state the three interior Argentian Provinces and allows you to convert them with your bonus assimilation.;;;;;;;;;;;;;;x
indian_states_1_title;Integrate Western Tyrrhenia;;;;;;;;;;;;;;x
indian_states_1_desc;Long ago we were direct vassals of the Tyrrhenian empire, but how far have they fallen: we've advanced so much and their lands are nothing but a backwater. It would be best for us to integrate this land directly into our nation despite their lack of infrastructure and education.\n\n§GThis decision allows you to state the 3 Western states on your island of Tyrrhenia, obviously won't do much if you somehow stated them before.;;;;;;;;;;;;;;x
indian_states_2_title;Integrate Eastern Tyrrhenia;;;;;;;;;;;;;;x
indian_states_2_desc;Long ago we were direct vassals of the Tyrrhenian empire, but how far have they fallen: we've advanced so much and their lands are nothing but a backwater. It would be best for us to integrate this land directly into our nation despite their lack of infrastructure and education.\n\n§GThis decision allows you to state the 3 Eastern states on your island of Tyrrhenia, obviously won't do much if you somehow stated them before.;;;;;;;;;;;;;;x
construct_grand_cothon_title;Construct a Grand Cothon;;;;;;;;;;;;;;x
construct_grand_cothon_desc;The Sea of Hellas Planitia has long been the exclusive domain of the Hellenes, but recently there are now more challengers in the sea. From the Celestials to the Amenthians and the growing interest in Hesperia and Cimmeria, it's clear we will need a large navy to secure our interests at home and abroad.;;;;;;;;;;;;;;x
support_hellenic_industrialism_title;Support Hellenic Industrialism;;;;;;;;;;;;;;x
support_hellenic_industrialism_desc;Unlike most of the rest of Mars, which were little more than Feudal backwaters with limited experience with technology, the Altered and Terraformed faiths were born out of an interest in ancient Martian Technology found in Hellas, and thus we have experience with the Celestial's technology, infact we know how limited their capacity really is. We must create our own engineers and advancements to save Mars from the Disaster!;;;;;;;;;;;;;;x
the_hellenic_boom_title;The Hellenic Boom;;;;;;;;;;;;;;x
the_hellenic_boom_desc;Hellas has always been rather habitable for colonization, the many Catena Lakes have blessed us with bounty. With new Agricultural advancements our population is sure to grow exponentially and prepare us for The Annihilation.;;;;;;;;;;;;;;x
adopt_hellenic_army_reforms_title;Altered Zeal;;;;;;;;;;;;;;x
adopt_hellenic_army_reforms_desc;Hellas was the birthplace of the Terraformed faith, but it also is the birthplace of it's new corrected doctrine: The Altered. Only the faithful and the strong will survive The Annihilation. We must prepare our Armies to fight like the true inheritors of Mars they are!;;;;;;;;;;;;;;x
adopt_martian_realpolitik_title;Martian Realpolitik;;;;;;;;;;;;;;x
adopt_martian_realpolitik_desc;Hellas used to be a land of peaceful philosophers whose teachings only exist now in the barbaric wastes of Sabaea, Cimmeria, and Hesperia. Hellas also then became a land of violent Holy War and punishment. Now we must learn moderation: Realpolitik. There are no room for morals or principal in Martian Politics: Only Power and Balance.;;;;;;;;;;;;;;x
NCT_ceraunia_title;Conquest of Ceraunia;;;;;;;;;;;;;;x
NCT_ceraunia_desc;The backwards Albans had always considered the steppes of Ceraunius Fossae a backwater frontier not worth much more than constructing border forts against Tharsian raids. We will be much better stewards of this land.\n\n§GThis Decision give you +200% assim bonus on the Ceraunian culture.;;;;;;;;;;;;;;x
NCT_tharsis_title;Conquest of the Space Elevator;;;;;;;;;;;;;;x
NCT_tharsis_desc;We know the truth about Terra and the treacherous Tau. We need to secure the Space Elevator in Tharsis for our plan to return to Mother Gaia.\n\n§GThis Decision give you +200% assim bonus on the Tharsian culture.;;;;;;;;;;;;;;x
NCT_HTE_title;Proclaim a Holy Terran Empire;;;;;;;;;;;;;;x
NCT_HTE_desc;We've conquered Acheron, the Tharsis Rise, and the steppes of Ceraunius Fossae, securing the Space Elevator for ourselves as well. We've started as a splinter kingdom of Valles Marineris but have grown into something much greater: A true Empire of Terra.;;;;;;;;;;;;;;x
